genename	clinvar_clnsig	count	overall_prob
ADAM17	Benign|risk_factor	0	0
ADAM17	Conflicting_interpretations_of_pathogenicity	0	0
ADAM17	Conflicting_interpretations_of_pathogenicity|association	0	0
ADAM17	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
ADAM17	drug_response	0	0
ADAM17	Likely_benign	4	0.00169452428158012
ADAM17	Likely_benign|association	0	0
ADAM17	Likely_pathogenic	1	1.33288563719525e-06
ADAM17	Likely_pathogenic,_low_penetrance	0	0
ADAM17	Likely_risk_allele	0	0
ADAM17	not_provided	0	0
ADAM17	other	0	0
ADAM17	Pathogenic	1	1.33288563719525e-06
ADAM17	Pathogenic/Likely_pathogenic	0	0
ADAM17	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
ADAM17	Pathogenic/Likely_risk_allele	0	0
ADAM17	Pathogenic|drug_response	0	0
ADAM17	Pathogenic|other	0	0
ADAM17	Pathogenic|risk_factor	0	0
ADAM17	protective|risk_factor	0	0
ADAM17	risk_factor	0	0
ADAM17	Uncertain_significance	86	0.000543134997705308
ADAR	Affects	0	0
ADAR	association	0	0
ADAR	Benign	2	0.153137794569807
ADAR	Benign/Likely_benign	3	0.0407985033901261
ADAR	Benign|drug_response	0	0
ADAR	Benign|risk_factor	0	0
ADAR	Conflicting_interpretations_of_pathogenicity	10	0.00974687071371882
ADAR	Conflicting_interpretations_of_pathogenicity|association	0	0
ADAR	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
ADAR	drug_response	0	0
ADAR	Likely_benign	2	0.000215705386471088
ADAR	Likely_benign|association	0	0
ADAR	Likely_pathogenic	1	2.15612062463011e-05
ADAR	Likely_pathogenic,_low_penetrance	0	0
ADAR	Likely_risk_allele	0	0
ADAR	not_provided	0	0
ADAR	other	0	0
ADAR	Pathogenic	1	2.15726825459894e-05
ADAR	Pathogenic/Likely_pathogenic	1	2.15612062463011e-05
ADAR	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
ADAR	Pathogenic/Likely_risk_allele	0	0
ADAR	Pathogenic|drug_response	0	0
ADAR	Pathogenic|other	0	0
ADAR	Pathogenic|risk_factor	0	0
ADAR	protective|risk_factor	0	0
ADAR	risk_factor	0	0
ADAR	Uncertain_significance	146	0.0116936127021889
AGR2	Affects	0	0
AGR2	association	0	0
AGR2	Benign	0	0
AGR2	Benign/Likely_benign	0	0
AGR2	Benign|drug_response	0	0
AGR2	Benign|risk_factor	0	0
AGR2	Conflicting_interpretations_of_pathogenicity	0	0
AGR2	Conflicting_interpretations_of_pathogenicity|association	0	0
AGR2	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
AGR2	drug_response	0	0
AGR2	Likely_benign	0	0
AGR2	Likely_benign|association	0	0
AGR2	Likely_pathogenic	0	0
AGR2	Likely_pathogenic,_low_penetrance	0	0
AGR2	Likely_risk_allele	0	0
AGR2	not_provided	0	0
AGR2	other	0	0
AGR2	Pathogenic	1	5.61355628647675e-10
AGR2	Pathogenic/Likely_pathogenic	0	0
AGR2	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
AGR2	Pathogenic/Likely_risk_allele	0	0
AGR2	Pathogenic|drug_response	0	0
AGR2	Pathogenic|other	0	0
AGR2	Pathogenic|risk_factor	0	0
AGR2	protective|risk_factor	0	0
AGR2	risk_factor	0	0
AGR2	Uncertain_significance	2	2.50458365158579e-09
AICDA	Affects	0	0
AICDA	association	0	0
AICDA	Benign	0	0
AICDA	Benign/Likely_benign	1	1.87857879870856e-05
AICDA	Benign|drug_response	0	0
AICDA	Benign|risk_factor	0	0
AICDA	Conflicting_interpretations_of_pathogenicity	1	1.05337706171049e-05
AICDA	Conflicting_interpretations_of_pathogenicity|association	0	0
AICDA	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
AICDA	drug_response	0	0
AICDA	Likely_benign	1	8.35445095992426e-07
AICDA	Likely_benign|association	0	0
AICDA	Likely_pathogenic	3	4.39634665339028e-07
AICDA	Likely_pathogenic,_low_penetrance	0	0
AICDA	Likely_risk_allele	0	0
AICDA	not_provided	0	0
AICDA	other	0	0
AICDA	Pathogenic	4	1.86211325658991e-06
AICDA	Pathogenic/Likely_pathogenic	1	1.8833421477904e-07
AICDA	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
AICDA	Pathogenic/Likely_risk_allele	0	0
AICDA	Pathogenic|drug_response	0	0
AICDA	Pathogenic|other	0	0
AICDA	Pathogenic|risk_factor	0	0
AICDA	protective|risk_factor	0	0
AICDA	risk_factor	0	0
AICDA	Uncertain_significance	19	3.96323374085572e-06
AIRE	Affects	0	0
AIRE	association	0	0
AIRE	Benign	5	0.0457096102568795
AIRE	Benign/Likely_benign	4	0.0117380409530511
AIRE	Benign|drug_response	0	0
AIRE	Benign|risk_factor	0	0
AIRE	Conflicting_interpretations_of_pathogenicity	10	0.00291943493669156
AIRE	Conflicting_interpretations_of_pathogenicity|association	0	0
AIRE	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
AIRE	drug_response	0	0
AIRE	Likely_benign	8	0.00060882769236259
AIRE	Likely_benign|association	0	0
AIRE	Likely_pathogenic	8	0.000115020548127509
AIRE	Likely_pathogenic,_low_penetrance	0	0
AIRE	Likely_risk_allele	0	0
AIRE	not_provided	1	2.8050599184537e-06
AIRE	other	0	0
AIRE	Pathogenic	9	0.000297105363115113
AIRE	Pathogenic/Likely_pathogenic	9	7.30792229052257e-05
AIRE	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
AIRE	Pathogenic/Likely_risk_allele	0	0
AIRE	Pathogenic|drug_response	0	0
AIRE	Pathogenic|other	0	0
AIRE	Pathogenic|risk_factor	0	0
AIRE	protective|risk_factor	0	0
AIRE	risk_factor	0	0
AIRE	Uncertain_significance	126	0.00238403930086539
AK2	Affects	0	0
AK2	association	0	0
AK2	Benign	1	0.000142806826762265
AK2	Benign/Likely_benign	1	0.000317977460886354
AK2	Benign|drug_response	0	0
AK2	Benign|risk_factor	0	0
AK2	Conflicting_interpretations_of_pathogenicity	3	0.000239250815541436
AK2	Conflicting_interpretations_of_pathogenicity|association	0	0
AK2	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
AK2	drug_response	0	0
AK2	Likely_benign	8	0.000204274071813559
AK2	Likely_benign|association	0	0
AK2	Likely_pathogenic	2	1.61446012236777e-06
AK2	Likely_pathogenic,_low_penetrance	0	0
AK2	Likely_risk_allele	0	0
AK2	not_provided	0	0
AK2	other	0	0
AK2	Pathogenic	1	1.29158691297704e-06
AK2	Pathogenic/Likely_pathogenic	1	3.22761769644409e-07
AK2	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
AK2	Pathogenic/Likely_risk_allele	0	0
AK2	Pathogenic|drug_response	0	0
AK2	Pathogenic|other	0	0
AK2	Pathogenic|risk_factor	0	0
AK2	protective|risk_factor	0	0
AK2	risk_factor	0	0
AK2	Uncertain_significance	37	0.000204379639811236
ALPI	Affects	0	0
ALPI	association	0	0
ALPI	Benign	0	0
ALPI	Benign/Likely_benign	0	0
ALPI	Benign|drug_response	0	0
ALPI	Benign|risk_factor	0	0
ALPI	Conflicting_interpretations_of_pathogenicity	0	0
ALPI	Conflicting_interpretations_of_pathogenicity|association	0	0
ALPI	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
ALPI	drug_response	0	0
ALPI	Likely_benign	1	1.39925700137766e-07
ALPI	Likely_benign|association	0	0
ALPI	Likely_pathogenic	1	3.32598662611261e-07
ALPI	Likely_pathogenic,_low_penetrance	0	0
ALPI	Likely_risk_allele	0	0
ALPI	not_provided	0	0
ALPI	other	0	0
ALPI	Pathogenic	0	0
ALPI	Pathogenic/Likely_pathogenic	0	0
ALPI	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
ALPI	Pathogenic/Likely_risk_allele	0	0
ALPI	Pathogenic|drug_response	0	0
ALPI	Pathogenic|other	0	0
ALPI	Pathogenic|risk_factor	0	0
ALPI	protective|risk_factor	0	0
ALPI	risk_factor	0	0
ALPI	Uncertain_significance	17	4.02773598673356e-06
ALPK1	Affects	0	0
ALPK1	association	0	0
ALPK1	Benign	38	0.989588348209498
ALPK1	Benign/Likely_benign	1	0.000183920000000004
ALPK1	Benign|drug_response	0	0
ALPK1	Benign|risk_factor	0	0
ALPK1	Conflicting_interpretations_of_pathogenicity	2	0.000585622741390845
ALPK1	Conflicting_interpretations_of_pathogenicity|association	0	0
ALPK1	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
ALPK1	drug_response	0	0
ALPK1	Likely_benign	21	0.00670973800840302
ALPK1	Likely_benign|association	0	0
ALPK1	Likely_pathogenic	0	0
ALPK1	Likely_pathogenic,_low_penetrance	0	0
ALPK1	Likely_risk_allele	0	0
ALPK1	not_provided	0	0
ALPK1	other	0	0
ALPK1	Pathogenic	1	6.56775625740291e-06
ALPK1	Pathogenic/Likely_pathogenic	0	0
ALPK1	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
ALPK1	Pathogenic/Likely_risk_allele	0	0
ALPK1	Pathogenic|drug_response	0	0
ALPK1	Pathogenic|other	0	0
ALPK1	Pathogenic|risk_factor	0	0
ALPK1	protective|risk_factor	0	0
ALPK1	risk_factor	0	0
ALPK1	Uncertain_significance	106	0.00351914841121059
AMFR	Affects	0	0
AMFR	association	0	0
AMFR	Benign	0	0
AMFR	Benign/Likely_benign	0	0
AMFR	Benign|drug_response	0	0
AMFR	Benign|risk_factor	0	0
AMFR	Conflicting_interpretations_of_pathogenicity	0	0
AMFR	Conflicting_interpretations_of_pathogenicity|association	0	0
AMFR	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
AMFR	drug_response	0	0
AMFR	Likely_benign	1	6.56926999997864e-06
AMFR	Likely_benign|association	0	0
AMFR	Likely_pathogenic	0	0
AMFR	Likely_pathogenic,_low_penetrance	0	0
AMFR	Likely_risk_allele	0	0
AMFR	not_provided	0	0
AMFR	other	0	0
AMFR	Pathogenic	0	0
AMFR	Pathogenic/Likely_pathogenic	0	0
AMFR	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
AMFR	Pathogenic/Likely_risk_allele	0	0
AMFR	Pathogenic|drug_response	0	0
AMFR	Pathogenic|other	0	0
AMFR	Pathogenic|risk_factor	0	0
AMFR	protective|risk_factor	0	0
AMFR	risk_factor	0	0
AMFR	Uncertain_significance	15	0.00070314192390375
ANGPT1	Affects	0	0
ANGPT1	association	0	0
ANGPT1	Benign	1	0.0113027
ANGPT1	Benign/Likely_benign	0	0
ANGPT1	Benign|drug_response	0	0
ANGPT1	Benign|risk_factor	0	0
ANGPT1	Conflicting_interpretations_of_pathogenicity	1	0.00122383000000004
ANGPT1	Conflicting_interpretations_of_pathogenicity|association	0	0
ANGPT1	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
ANGPT1	drug_response	0	0
ANGPT1	Likely_benign	0	0
ANGPT1	Likely_benign|association	0	0
ANGPT1	Likely_pathogenic	0	0
ANGPT1	Likely_pathogenic,_low_penetrance	0	0
ANGPT1	Likely_risk_allele	0	0
ANGPT1	not_provided	0	0
ANGPT1	other	0	0
ANGPT1	Pathogenic	0	0
ANGPT1	Pathogenic/Likely_pathogenic	0	0
ANGPT1	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
ANGPT1	Pathogenic/Likely_risk_allele	0	0
ANGPT1	Pathogenic|drug_response	0	0
ANGPT1	Pathogenic|other	0	0
ANGPT1	Pathogenic|risk_factor	0	0
ANGPT1	protective|risk_factor	0	0
ANGPT1	risk_factor	0	0
ANGPT1	Uncertain_significance	37	0.0022142842670263
ANKZF1	Affects	0	0
ANKZF1	association	0	0
ANKZF1	Benign	16	0.193914376794559
ANKZF1	Benign/Likely_benign	0	0
ANKZF1	Benign|drug_response	0	0
ANKZF1	Benign|risk_factor	0	0
ANKZF1	Conflicting_interpretations_of_pathogenicity	1	0.000269425000000045
ANKZF1	Conflicting_interpretations_of_pathogenicity|association	0	0
ANKZF1	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
ANKZF1	drug_response	0	0
ANKZF1	Likely_benign	7	0.0047683917167759
ANKZF1	Likely_benign|association	0	0
ANKZF1	Likely_pathogenic	0	0
ANKZF1	Likely_pathogenic,_low_penetrance	0	0
ANKZF1	Likely_risk_allele	0	0
ANKZF1	not_provided	0	0
ANKZF1	other	0	0
ANKZF1	Pathogenic	0	0
ANKZF1	Pathogenic/Likely_pathogenic	0	0
ANKZF1	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
ANKZF1	Pathogenic/Likely_risk_allele	0	0
ANKZF1	Pathogenic|drug_response	0	0
ANKZF1	Pathogenic|other	0	0
ANKZF1	Pathogenic|risk_factor	0	0
ANKZF1	protective|risk_factor	0	0
ANKZF1	risk_factor	0	0
ANKZF1	Uncertain_significance	144	0.00689594525078985
AP1S3	Affects	0	0
AP1S3	association	0	0
AP1S3	Benign	2	0.000315407975481241
AP1S3	Benign/Likely_benign	1	0.000258357384543606
AP1S3	Benign|drug_response	0	0
AP1S3	Benign|risk_factor	0	0
AP1S3	Conflicting_interpretations_of_pathogenicity	0	0
AP1S3	Conflicting_interpretations_of_pathogenicity|association	0	0
AP1S3	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
AP1S3	drug_response	0	0
AP1S3	Likely_benign	2	0.000211620307882354
AP1S3	Likely_benign|association	0	0
AP1S3	Likely_pathogenic	0	0
AP1S3	Likely_pathogenic,_low_penetrance	0	0
AP1S3	Likely_risk_allele	0	0
AP1S3	not_provided	0	0
AP1S3	other	0	0
AP1S3	Pathogenic	0	0
AP1S3	Pathogenic/Likely_pathogenic	0	0
AP1S3	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
AP1S3	Pathogenic/Likely_risk_allele	0	0
AP1S3	Pathogenic|drug_response	0	0
AP1S3	Pathogenic|other	0	0
AP1S3	Pathogenic|risk_factor	0	0
AP1S3	protective|risk_factor	0	0
AP1S3	risk_factor	0	0
AP1S3	Uncertain_significance	1	5.66873292751069e-07
AP3B1	Affects	0	0
AP3B1	association	0	0
AP3B1	Benign	2	0.89331068456751
AP3B1	Benign/Likely_benign	3	0.0217426135707471
AP3B1	Benign|drug_response	0	0
AP3B1	Benign|risk_factor	0	0
AP3B1	Conflicting_interpretations_of_pathogenicity	9	0.0375145035850544
AP3B1	Conflicting_interpretations_of_pathogenicity|association	0	0
AP3B1	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
AP3B1	drug_response	0	0
AP3B1	Likely_benign	0	0
AP3B1	Likely_benign|association	0	0
AP3B1	Likely_pathogenic	1	1.24230600950792e-05
AP3B1	Likely_pathogenic,_low_penetrance	0	0
AP3B1	Likely_risk_allele	0	0
AP3B1	not_provided	0	0
AP3B1	other	0	0
AP3B1	Pathogenic	1	1.2448813592969e-05
AP3B1	Pathogenic/Likely_pathogenic	0	0
AP3B1	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
AP3B1	Pathogenic/Likely_risk_allele	0	0
AP3B1	Pathogenic|drug_response	0	0
AP3B1	Pathogenic|other	0	0
AP3B1	Pathogenic|risk_factor	0	0
AP3B1	protective|risk_factor	0	0
AP3B1	risk_factor	0	0
AP3B1	Uncertain_significance	136	0.00955472449386563
AP3D1	Affects	0	0
AP3D1	association	0	0
AP3D1	Benign	2	0.098363849127225
AP3D1	Benign/Likely_benign	0	0
AP3D1	Benign|drug_response	0	0
AP3D1	Benign|risk_factor	0	0
AP3D1	Conflicting_interpretations_of_pathogenicity	2	0.000159432534299841
AP3D1	Conflicting_interpretations_of_pathogenicity|association	0	0
AP3D1	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
AP3D1	drug_response	0	0
AP3D1	Likely_benign	15	0.00211556190090534
AP3D1	Likely_benign|association	0	0
AP3D1	Likely_pathogenic	0	0
AP3D1	Likely_pathogenic,_low_penetrance	0	0
AP3D1	Likely_risk_allele	0	0
AP3D1	not_provided	0	0
AP3D1	other	0	0
AP3D1	Pathogenic	0	0
AP3D1	Pathogenic/Likely_pathogenic	0	0
AP3D1	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
AP3D1	Pathogenic/Likely_risk_allele	0	0
AP3D1	Pathogenic|drug_response	0	0
AP3D1	Pathogenic|other	0	0
AP3D1	Pathogenic|risk_factor	0	0
AP3D1	protective|risk_factor	0	0
AP3D1	risk_factor	0	0
AP3D1	Uncertain_significance	171	0.00439266125784032
APOL1	Affects	0	0
APOL1	association	0	0
APOL1	Benign	11	0.993785908208867
APOL1	Benign/Likely_benign	1	0.00712389000000002
APOL1	Benign|drug_response	0	0
APOL1	Benign|risk_factor	1	0.0618167000000001
APOL1	Conflicting_interpretations_of_pathogenicity	2	3.28541572975904e-05
APOL1	Conflicting_interpretations_of_pathogenicity|association	0	0
APOL1	Conflicting_interpretations_of_pathogenicity|risk_factor	1	0.0624425
APOL1	drug_response	1	6.57069077669714e-06
APOL1	Likely_benign	1	0.000111716000000039
APOL1	Likely_benign|association	0	0
APOL1	Likely_pathogenic	0	0
APOL1	Likely_pathogenic,_low_penetrance	0	0
APOL1	Likely_risk_allele	0	0
APOL1	not_provided	0	0
APOL1	other	0	0
APOL1	Pathogenic	0	0
APOL1	Pathogenic/Likely_pathogenic	0	0
APOL1	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
APOL1	Pathogenic/Likely_risk_allele	0	0
APOL1	Pathogenic|drug_response	0	0
APOL1	Pathogenic|other	0	0
APOL1	Pathogenic|risk_factor	0	0
APOL1	protective|risk_factor	0	0
APOL1	risk_factor	1	6.57069077669714e-06
APOL1	Uncertain_significance	25	0.00361356804967949
ARHGAP42	Affects	0	0
ARHGAP42	association	0	0
ARHGAP42	Benign	0	0
ARHGAP42	Benign/Likely_benign	0	0
ARHGAP42	Benign|drug_response	0	0
ARHGAP42	Benign|risk_factor	0	0
ARHGAP42	Conflicting_interpretations_of_pathogenicity	0	0
ARHGAP42	Conflicting_interpretations_of_pathogenicity|association	0	0
ARHGAP42	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
ARHGAP42	drug_response	0	0
ARHGAP42	Likely_benign	0	0
ARHGAP42	Likely_benign|association	0	0
ARHGAP42	Likely_pathogenic	0	0
ARHGAP42	Likely_pathogenic,_low_penetrance	0	0
ARHGAP42	Likely_risk_allele	0	0
ARHGAP42	not_provided	0	0
ARHGAP42	other	0	0
ARHGAP42	Pathogenic	0	0
ARHGAP42	Pathogenic/Likely_pathogenic	0	0
ARHGAP42	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
ARHGAP42	Pathogenic/Likely_risk_allele	0	0
ARHGAP42	Pathogenic|drug_response	0	0
ARHGAP42	Pathogenic|other	0	0
ARHGAP42	Pathogenic|risk_factor	0	0
ARHGAP42	protective|risk_factor	0	0
ARHGAP42	risk_factor	0	0
ARHGAP42	Uncertain_significance	14	1.43794943430198e-06
ARHGEF1	Affects	0	0
ARHGEF1	association	0	0
ARHGEF1	Benign	2	4.55437942074033e-05
ARHGEF1	Benign/Likely_benign	0	0
ARHGEF1	Benign|drug_response	0	0
ARHGEF1	Benign|risk_factor	0	0
ARHGEF1	Conflicting_interpretations_of_pathogenicity	3	3.63190963571514e-05
ARHGEF1	Conflicting_interpretations_of_pathogenicity|association	0	0
ARHGEF1	Conflicting_interpretations_of_pathogenicity|risk_factor	0	0
ARHGEF1	drug_response	0	0
ARHGEF1	Likely_benign	8	0.000138729025332851
ARHGEF1	Likely_benign|association	0	0
ARHGEF1	Likely_pathogenic	0	0
ARHGEF1	Likely_pathogenic,_low_penetrance	0	0
ARHGEF1	Likely_risk_allele	0	0
ARHGEF1	not_provided	0	0
ARHGEF1	other	0	0
ARHGEF1	Pathogenic	1	1.77749299057339e-07
ARHGEF1	Pathogenic/Likely_pathogenic	0	0
ARHGEF1	Pathogenic/Likely_pathogenic/Likely_risk_allele	0	0
ARHGEF1	Pathogenic/Likely_risk_allele	0	0
ARHGEF1	Pathogenic|drug_response	0	0
ARHGEF1	Pathogenic|other	0	0
ARHGEF1	Pathogenic|risk_factor	0	0
ARHGEF1	protective|risk_factor	0	0
ARHGEF1	risk_factor	0	0
ARHGEF1	Uncertain_significance	121	0.000135864061901247
ARPC1B	Affects	0	0
ARPC1B	association	0	0
ARPC1B	Benign	0	0
ARPC1B	Benign/Likely_benign	0	0
ARPC1B	Benign|drug_response	0	0
ARPC1B	Benign|risk_factor	0	0
ARPC1B	Conflicting_interpretations_of_pathogenicity	1	9.00503633505245e-06
ARPC1B	Conflicting_interpretations_of_pathogenicity|association	0	0
